23597,Mercyless,France,Active,1987,Death/Thrash Metal,Abject Offerings,1992,0.7
23597,Mercyless,France,Active,1987,Death/Thrash Metal,Coloured Funeral,1993,0.94
23597,Mercyless,France,Active,1987,Death/Thrash Metal,Coloured Funeral,1993,0.95
23597,Mercyless,France,Active,1987,Death/Thrash Metal,C.O.L.D.,1996,0.55
23597,Mercyless,France,Active,1987,Death/Thrash Metal,C.O.L.D.,1996,0.4
23597,Mercyless,France,Active,1987,Death/Thrash Metal,Sure to Be Pure,2000,0.2
23608,Messe Noir,United States,Unknown,1995,Black/Death Metal,Mandal - Gate of the Calling,1998,0.23
23610,Messiah,Switzerland,Split-up,1984,Death/Thrash Metal,Hymn to Abramelin,1986,0.88
23610,Messiah,Switzerland,Split-up,1984,Death/Thrash Metal,Hymn to Abramelin,1986,0.86
23610,Messiah,Switzerland,Split-up,1984,Death/Thrash Metal,Hymn to Abramelin,1986,0.92
23610,Messiah,Switzerland,Split-up,1984,Death/Thrash Metal,Extreme Cold Weather,1987,0.8
23610,Messiah,Switzerland,Split-up,1984,Death/Thrash Metal,Choir of Horrors,1991,0.83
23610,Messiah,Switzerland,Split-up,1984,Death/Thrash Metal,Choir of Horrors,1991,0.75
23610,Messiah,Switzerland,Split-up,1984,Death/Thrash Metal,Choir of Horrors,1991,0.95
23610,Messiah,Switzerland,Split-up,1984,Death/Thrash Metal,Rotten Perish,1992,0.95
23610,Messiah,Switzerland,Split-up,1984,Death/Thrash Metal,Rotten Perish,1992,0.95
23610,Messiah,Switzerland,Split-up,1984,Death/Thrash Metal,Rotten Perish,1992,0.7
23610,Messiah,Switzerland,Split-up,1984,Death/Thrash Metal,Rotten Perish,1992,0.52
23610,Messiah,Switzerland,Split-up,1984,Death/Thrash Metal,Rotten Perish,1992,0.9
23610,Messiah,Switzerland,Split-up,1984,Death/Thrash Metal,Underground,1994,0.37
23610,Messiah,Switzerland,Split-up,1984,Death/Thrash Metal,Underground,1994,0.5
23630,Metralla,Mexico,Active,2010,Death Metal/Crust,Cráneos de guerra,2011,0.7
23637,Mictlan,Mexico,Active,1991,Folk/Death Metal,Donde habitan los muertos,1995,0.99
23637,Mictlan,Mexico,Active,1991,Folk/Death Metal,Donde habitan los muertos,1995,0.85
23637,Mictlan,Mexico,Active,1991,Folk/Death Metal,Donde habitan los muertos,1995,0.4
23657,Mind Affliction,Poland,Active,2009,Black/Death Metal,Pathetic Humanity,2013,0.6
23660,Mind Eclipse,Russia,Split-up,1998,Black/Death Metal,Chaos Chronicles,2002,0.8
23670,Mindgrinder,Norway,Active,2001,Death/Black Metal,MindTech,2004,0.5
23670,Mindgrinder,Norway,Active,2001,Death/Black Metal,Riot Detonator,2005,0.75
23677,Minhyriath,Switzerland,Active,2007,Folk/Death Metal,Gondolyn,2008,0.96
23681,Minister Bonesaw,United Kingdom,Split-up,2007,Death Metal/Grindcore,The Rising of the Bonesaw,2008,0.9
23711,Misery Index,United States,Active,2001,Death Metal/Grindcore,Retaliate,2003,0.8
23711,Misery Index,United States,Active,2001,Death Metal/Grindcore,Retaliate,2003,0.92
23711,Misery Index,United States,Active,2001,Death Metal/Grindcore,Discordia,2006,0.95
23711,Misery Index,United States,Active,2001,Death Metal/Grindcore,Discordia,2006,0.89
23711,Misery Index,United States,Active,2001,Death Metal/Grindcore,Discordia,2006,1.0
23711,Misery Index,United States,Active,2001,Death Metal/Grindcore,Traitors,2008,0.94
23711,Misery Index,United States,Active,2001,Death Metal/Grindcore,Traitors,2008,0.96
23711,Misery Index,United States,Active,2001,Death Metal/Grindcore,Traitors,2008,0.85
23711,Misery Index,United States,Active,2001,Death Metal/Grindcore,Traitors,2008,0.9
23711,Misery Index,United States,Active,2001,Death Metal/Grindcore,Traitors,2008,1.0
23711,Misery Index,United States,Active,2001,Death Metal/Grindcore,Traitors,2008,0.9
23711,Misery Index,United States,Active,2001,Death Metal/Grindcore,Traitors,2008,0.8
23711,Misery Index,United States,Active,2001,Death Metal/Grindcore,Traitors,2008,1.0
23711,Misery Index,United States,Active,2001,Death Metal/Grindcore,Heirs to Thievery,2010,0.87
23711,Misery Index,United States,Active,2001,Death Metal/Grindcore,Heirs to Thievery,2010,1.0
23711,Misery Index,United States,Active,2001,Death Metal/Grindcore,Heirs to Thievery,2010,0.86
23711,Misery Index,United States,Active,2001,Death Metal/Grindcore,The Killing Gods,2014,0.92
23711,Misery Index,United States,Active,2001,Death Metal/Grindcore,The Killing Gods,2014,0.88
23711,Misery Index,United States,Active,2001,Death Metal/Grindcore,The Killing Gods,2014,0.85
23711,Misery Index,United States,Active,2001,Death Metal/Grindcore,The Killing Gods,2014,0.9
23711,Misery Index,United States,Active,2001,Death Metal/Grindcore,The Killing Gods,2014,0.9
23721,Mitochondrion,Canada,Active,2003,Death/Black Metal,Archaeaeon,2008,0.89
23721,Mitochondrion,Canada,Active,2003,Death/Black Metal,Archaeaeon,2008,0.8
23721,Mitochondrion,Canada,Active,2003,Death/Black Metal,Archaeaeon,2008,0.9
23721,Mitochondrion,Canada,Active,2003,Death/Black Metal,Archaeaeon,2008,0.85
23721,Mitochondrion,Canada,Active,2003,Death/Black Metal,Parasignosis,2011,0.4
23721,Mitochondrion,Canada,Active,2003,Death/Black Metal,Parasignosis,2011,0.97
23721,Mitochondrion,Canada,Active,2003,Death/Black Metal,Parasignosis,2011,0.82
23721,Mitochondrion,Canada,Active,2003,Death/Black Metal,Parasignosis,2011,0.88
23721,Mitochondrion,Canada,Active,2003,Death/Black Metal,Parasignosis,2011,0.9
23721,Mitochondrion,Canada,Active,2003,Death/Black Metal,Parasignosis,2011,1.0
23721,Mitochondrion,Canada,Active,2003,Death/Black Metal,Parasignosis,2011,0.9
23721,Mitochondrion,Canada,Active,2003,Death/Black Metal,Parasignosis,2011,0.9
23721,Mitochondrion,Canada,Active,2003,Death/Black Metal,Parasignosis,2011,0.88
23725,Mixomatosis,Spain,Active,1990,Death Metal/Grindcore,Neurofibroma mixoide,2007,0.55
23749,Moloch Letalis,Poland,Active,2005,Black/Death Metal,Zgliszcza,2015,0.85
23774,Moorgate,Sweden,Split-up,2001,Death/Black Metal,Close Your Eyes and Fade Away,2006,0.85
23779,Moray Eel,Russia,Split-up,1998,Thrash/Death Metal,Priest Hunter,2006,0.55
23796,Morbid Footnote,International,Active,2012,Death Metal/Grindcore,The Ugliest King,2012,0.85
23804,Morbid Savouring,Finland,Unknown,1998,Grindcore/Death Metal,Insensitivicious,2003,0.8
23819,Morbosidad,United States,Active,1993,Black/Death Metal,Morbosidad,2000,0.8
23819,Morbosidad,United States,Active,1993,Black/Death Metal,Profana la cruz del Nazareno,2008,0.26
23828,Mordant,Sweden,Active,1997,Black/Death Metal,Momento Mori,2004,0.9
23828,Mordant,Sweden,Active,1997,Black/Death Metal,Black Evil Master,2011,0.93
23829,Mordax,Denmark,Active,2004,Death/Thrash Metal,Violence| Fraud| Treachery,2012,0.67
23832,Mordenom,Slovenia,Active,2003,Black/Death Metal,Agnvs Dei,2009,0.8
23839,Morgion,United States,Split-up,1990,Death/Doom Metal,Among Majestic Ruin,1997,0.85
23839,Morgion,United States,Split-up,1990,Death/Doom Metal,Among Majestic Ruin,1997,0.8
23839,Morgion,United States,Split-up,1990,Death/Doom Metal,Solinari,1999,0.8
23839,Morgion,United States,Split-up,1990,Death/Doom Metal,Solinari,1999,0.93
23839,Morgion,United States,Split-up,1990,Death/Doom Metal,Cloaked by Ages| Crowned in Earth,2004,1.0
23839,Morgion,United States,Split-up,1990,Death/Doom Metal,Cloaked by Ages| Crowned in Earth,2004,0.75
23839,Morgion,United States,Split-up,1990,Death/Doom Metal,Cloaked by Ages| Crowned in Earth,2004,0.6
23839,Morgion,United States,Split-up,1990,Death/Doom Metal,Cloaked by Ages| Crowned in Earth,2004,1.0
23839,Morgion,United States,Split-up,1990,Death/Doom Metal,Cloaked by Ages| Crowned in Earth,2004,0.95
23843,Morgue Supplier,United States,Active,1999,Death Metal/Grindcore,Morgue Supplier,2016,0.9
23843,Morgue Supplier,United States,Active,1999,Death Metal/Grindcore,Morgue Supplier,2016,0.9
23844,Morgueazm,United Kingdom,Active,2001,Death/Thrash Metal,Fun with Formaldehyde,2002,0.98
23850,Morior Axis,Poland,Active,2004,Black/Death Metal,Sudetian Winter,2006,0.75
23911,Mortification,Australia,Active,1990,Thrash/Death Metal,Mortification,1991,0.87
23911,Mortification,Australia,Active,1990,Thrash/Death Metal,Scrolls of the Megilloth,1992,0.92
23911,Mortification,Australia,Active,1990,Thrash/Death Metal,Scrolls of the Megilloth,1992,0.96
23911,Mortification,Australia,Active,1990,Thrash/Death Metal,Scrolls of the Megilloth,1992,0.8
23911,Mortification,Australia,Active,1990,Thrash/Death Metal,Scrolls of the Megilloth,1992,0.85
23911,Mortification,Australia,Active,1990,Thrash/Death Metal,Post Momentary Affliction,1993,0.85
23911,Mortification,Australia,Active,1990,Thrash/Death Metal,Post Momentary Affliction,1993,0.8
23911,Mortification,Australia,Active,1990,Thrash/Death Metal,Post Momentary Affliction,1993,0.4
23911,Mortification,Australia,Active,1990,Thrash/Death Metal,Blood World,1994,0.79
23911,Mortification,Australia,Active,1990,Thrash/Death Metal,Blood World,1994,0.8
23911,Mortification,Australia,Active,1990,Thrash/Death Metal,Primitive Rhythm Machine,1995,0.7
23911,Mortification,Australia,Active,1990,Thrash/Death Metal,EnVision EvAngelene,1996,0.74
23911,Mortification,Australia,Active,1990,Thrash/Death Metal,Triumph of Mercy,1998,0.45
23911,Mortification,Australia,Active,1990,Thrash/Death Metal,Triumph of Mercy,1998,0.32
23911,Mortification,Australia,Active,1990,Thrash/Death Metal,Hammer of God,1999,0.62
23911,Mortification,Australia,Active,1990,Thrash/Death Metal,The Silver Cord Is Severed,2001,0.45
23911,Mortification,Australia,Active,1990,Thrash/Death Metal,Brain Cleaner,2004,0.4
23911,Mortification,Australia,Active,1990,Thrash/Death Metal,The Evil Addiction Destroying Machine,2009,0.52
23928,Mortuary,Mexico,Unknown,1988,Death/Thrash Metal,Blackened Images,1991,0.91
23928,Mortuary,Mexico,Unknown,1988,Death/Thrash Metal,Blackened Images,1991,0.94
